CPU,MEMORY,MOUSE_X,MOUSE_Y,LEFT_CLICKS,RIGHT_CLICKS,q,w,e,r,t,d,f,tab,space,ctrl
17.8,61.0,956,498,0,2,0,0,0,0,0,0,0,0,0,0
19.5,61.0,1217,542,0,2,0,0,0,0,0,0,0,0,0,0
22.8,60.9,1230,529,0,2,0,0,0,0,0,0,0,0,0,0
22.3,61.0,1199,529,0,3,0,0,0,0,0,0,0,0,0,0
17.8,61.0,1190,536,0,3,0,0,0,0,0,0,0,0,0,0
18.8,61.1,1200,531,0,2,0,0,0,0,0,0,0,0,0,0
26.4,61.2,1230,514,0,3,0,0,0,0,0,0,0,0,0,0
21.9,61.2,1237,542,0,3,0,0,0,0,0,0,0,0,0,0
21.2,61.2,1240,547,0,2,0,0,0,0,0,0,0,0,0,0
23.5,61.3,1281,521,0,2,0,0,0,0,0,0,0,0,0,0
20.2,61.3,1210,535,0,2,0,0,0,0,0,0,0,0,0,0
14.5,61.3,1045,445,0,0,0,0,0,0,0,0,0,0,0,0
20.6,61.2,1146,479,0,1,0,0,0,0,0,0,0,0,0,0
21.0,61.3,1223,608,0,1,0,1,0,0,0,0,0,0,0,0
25.2,61.4,1141,549,0,2,0,2,0,0,0,0,0,0,0,0
20.6,61.3,1220,460,0,0,0,0,0,0,0,0,0,0,0,0
15.7,61.3,1121,453,0,1,1,0,0,0,0,0,0,0,0,0
21.1,61.3,1120,477,0,0,1,0,0,0,0,0,0,0,0,0
16.8,61.3,1311,629,0,0,0,0,0,0,0,0,0,0,0,0
15.6,61.3,1311,629,0,0,0,0,0,0,0,0,0,0,0,0
16.6,61.3,1249,618,0,0,0,0,0,0,0,0,0,0,0,0
25.8,61.2,1090,522,0,0,1,0,0,0,0,0,0,0,0,0
19.6,61.3,1099,473,0,2,0,0,0,0,0,0,0,0,0,0
18.0,61.2,1196,475,0,0,0,0,0,0,0,0,0,0,0,0
19.1,61.2,1178,839,0,0,0,0,0,0,0,0,0,0,0,0
15.1,61.1,1169,809,0,2,0,0,0,0,0,0,0,0,0,0
15.3,61.1,1145,771,0,2,0,0,0,0,0,0,0,0,0,0
23.0,61.0,1116,787,0,1,0,0,0,0,0,0,0,0,0,0
16.7,61.3,1112,796,0,2,0,0,0,0,0,0,0,0,0,0
13.7,61.1,1141,769,0,2,0,1,1,0,0,0,0,0,0,0
16.5,61.1,1153,680,0,0,0,0,0,0,0,0,0,0,0,0
14.3,61.1,1151,589,0,1,0,0,0,0,0,0,0,0,0,0
20.7,61.0,1262,688,0,1,0,0,0,0,0,0,0,0,0,0
18.5,61.1,921,618,0,3,1,0,0,0,0,0,0,0,0,0
16.2,61.1,890,528,0,0,0,0,0,0,0,0,0,0,0,0
16.1,61.1,1385,756,0,0,0,1,0,0,0,0,0,0,0,0
15.1,61.1,1343,795,0,0,0,0,0,0,0,0,0,0,0,0
16.8,61.1,1343,795,0,0,0,0,0,0,0,0,0,0,0,0
19.6,61.0,1343,795,0,0,0,0,0,0,0,0,0,0,0,0
19.8,61.0,1343,795,0,0,0,0,0,0,0,0,0,0,0,0
23.6,61.0,1343,795,0,0,0,0,0,0,0,0,0,0,0,0
18.0,61.0,1343,795,0,0,0,0,0,0,0,0,0,0,0,0
14.9,61.0,1343,795,0,0,0,0,0,0,0,0,0,0,0,0
22.5,61.2,1343,795,0,0,0,0,0,0,0,0,0,0,0,0
26.4,61.5,1544,1418,1,0,0,0,0,0,0,0,0,0,0,0
27.9,61.4,1544,870,0,0,0,0,0,0,0,0,0,0,0,0
14.8,61.4,1686,573,2,0,0,0,0,0,0,0,0,0,0,0
25.9,61.4,1835,404,0,0,0,0,0,0,0,0,0,0,0,0
15.6,61.3,1514,1036,0,0,0,0,0,0,0,0,0,0,0,0
21.6,61.4,1499,1337,0,0,0,0,0,0,0,0,0,0,0,0
20.9,61.4,1437,1257,0,0,0,0,0,0,0,0,0,0,0,0
16.8,61.5,1960,204,1,0,0,0,0,0,0,0,0,0,0,0
18.8,61.4,1949,230,0,0,0,0,0,0,0,0,0,0,0,0
27.7,61.4,1949,230,0,0,0,0,0,0,0,0,0,0,0,0
23.0,61.8,1949,230,0,0,0,0,0,0,0,0,0,0,0,0
24.3,61.5,1949,230,0,0,0,0,0,0,0,0,0,0,0,0
14.1,61.4,1949,230,0,0,0,0,0,0,0,0,0,0,0,0
17.9,61.1,1247,579,0,0,0,0,0,0,0,0,0,0,0,0
29.8,61.0,1496,602,0,0,0,0,0,0,0,0,0,0,0,0
18.3,61.1,1574,573,0,0,0,0,0,0,0,0,0,0,0,0
16.5,61.1,1510,591,0,1,0,0,0,0,0,0,0,0,0,0
16.1,61.1,1602,516,0,1,0,0,0,0,0,0,0,0,0,0
18.4,61.1,2043,817,0,2,0,0,0,0,0,0,0,0,0,0
17.9,61.1,2196,703,0,0,0,0,0,0,0,0,0,0,0,0
14.1,61.1,1903,740,0,1,0,0,0,0,0,0,0,0,0,0
15.5,61.1,1855,662,0,2,0,0,0,0,0,0,0,0,0,0
15.4,61.1,1917,539,0,1,0,0,0,0,0,0,0,0,0,0
15.1,61.1,1973,484,0,3,0,0,0,0,0,0,0,0,0,0
16.3,61.1,1968,614,0,2,0,0,0,0,0,0,0,0,0,0
16.6,61.1,1803,562,0,2,0,0,0,0,0,0,0,0,0,0
15.1,61.1,1834,690,0,2,0,0,0,0,0,0,0,0,0,0
17.4,61.1,1871,671,0,1,0,0,0,0,0,0,0,0,0,0
15.5,61.1,1852,668,0,1,0,0,0,0,0,0,0,0,0,0
29.2,61.2,1926,751,0,1,0,0,0,0,0,0,0,0,0,0
15.6,61.0,1946,742,0,2,0,0,0,0,0,0,0,0,0,0
14.0,61.1,2025,670,0,3,0,0,0,0,0,0,0,0,0,0
12.8,61.0,2034,674,0,2,0,0,0,0,0,0,0,0,0,0
16.9,61.1,1992,618,0,1,0,0,0,0,0,0,0,0,0,0
15.2,61.1,2068,659,0,2,0,0,0,0,0,0,0,0,0,0
22.4,61.0,2024,719,0,2,0,0,0,0,0,0,0,0,0,0
18.1,61.1,1972,665,0,1,0,0,0,0,0,0,0,0,0,0
17.9,61.2,1978,686,0,1,0,0,0,0,0,0,0,0,0,0
14.9,61.2,1947,590,0,2,0,0,0,0,0,0,0,0,0,0
17.9,61.2,2022,592,0,2,0,0,0,0,0,0,0,0,0,0
20.3,61.1,2207,709,0,2,0,0,0,0,0,0,0,0,0,0
21.0,61.1,1972,452,0,1,0,0,0,0,0,0,0,0,0,0
15.1,61.2,1981,420,0,1,0,0,0,0,0,0,0,0,0,0
18.0,61.0,1936,467,0,1,0,0,0,0,0,0,0,0,0,0
19.4,61.1,1891,428,0,0,0,0,0,0,0,0,0,0,0,0
20.3,61.0,1717,472,0,0,0,0,0,0,0,0,0,0,0,0
15.4,61.5,1433,428,0,0,0,0,0,0,0,0,0,0,0,0
14.2,61.1,1525,392,0,0,0,0,0,0,0,0,0,0,0,0
19.3,61.1,1283,571,0,0,0,0,0,0,0,0,0,0,0,0
15.5,61.1,1265,594,0,0,0,0,0,0,0,0,0,0,0,0
23.7,61.1,1368,475,0,0,0,0,0,0,0,0,0,0,0,0
26.0,61.5,1352,641,0,1,0,0,0,0,0,0,0,0,0,0
15.8,61.1,1246,814,0,0,0,0,0,0,0,0,0,0,0,0
13.2,61.1,1122,567,0,2,0,0,0,0,0,0,0,0,0,0
15.7,61.1,1088,582,0,2,0,1,0,0,0,0,0,0,0,0
17.2,61.1,1141,495,0,2,0,9,0,0,0,0,0,0,0,0
19.5,61.1,1155,528,0,0,0,0,0,0,0,0,0,0,0,0
15.3,61.2,1166,580,0,0,0,0,0,0,0,0,0,0,0,0
22.3,61.2,1214,635,0,1,0,1,0,0,0,0,0,0,0,0
22.1,61.2,1195,457,0,1,0,6,0,0,0,0,0,0,0,0
20.3,61.2,1220,540,0,2,1,1,0,0,0,0,0,0,0,0
20.4,61.1,1129,728,0,2,0,0,0,0,0,0,0,0,0,0
16.0,61.2,1329,651,0,2,0,0,0,0,0,0,0,0,0,0
14.1,61.2,1353,585,0,2,0,0,0,0,0,0,0,0,0,0
17.1,61.2,1259,719,0,1,0,0,0,0,0,0,0,0,0,0
17.6,61.2,1373,582,0,1,0,0,0,0,0,0,0,0,0,0
17.6,61.2,1351,641,0,0,0,0,0,0,0,0,0,0,0,0
19.2,61.2,1421,893,0,0,0,0,0,0,0,0,0,0,0,0
17.8,61.2,1629,754,0,2,0,0,0,0,0,0,0,0,0,0
15.2,61.2,900,839,0,0,1,1,0,0,0,0,0,0,0,0
15.3,61.1,689,836,0,2,0,0,0,0,0,0,0,0,0,0
21.6,61.3,975,773,0,2,0,0,0,0,0,0,0,0,0,0
12.9,61.1,1274,470,0,2,0,0,0,0,0,0,0,0,0,0
15.1,61.1,606,974,0,1,0,0,0,0,0,0,0,0,0,0
14.3,61.1,1006,726,0,0,0,0,0,0,0,0,0,0,0,0
15.4,61.1,1035,820,0,2,0,0,0,0,0,0,0,0,0,0
22.3,61.1,1318,561,0,2,0,0,0,0,0,0,0,0,0,0
14.6,61.2,1139,482,0,2,0,0,0,0,0,0,0,0,0,0
15.2,61.2,1107,864,0,1,0,0,0,0,0,0,0,0,0,0
15.3,61.1,1179,885,0,1,0,0,0,0,0,0,0,0,0,0
16.6,61.1,1148,853,0,2,0,0,0,0,0,0,0,0,0,0
19.5,61.1,1163,831,0,2,0,0,0,0,0,0,0,0,0,0
16.9,61.2,1145,834,0,1,0,0,0,0,0,0,0,0,0,0
16.5,61.2,1057,1001,0,1,0,0,0,0,0,0,0,0,0,0
18.2,61.2,1048,958,0,0,0,0,0,0,0,0,0,0,0,0
14.6,61.2,879,957,0,0,0,0,0,0,0,0,0,0,0,0
17.4,61.2,961,815,0,0,0,0,0,0,0,0,0,0,0,0
11.8,61.2,1026,757,0,0,0,0,0,0,0,0,0,0,0,0
18.8,61.3,1160,840,0,1,0,0,0,0,0,0,0,0,0,0
20.4,61.1,1214,753,0,2,0,0,0,0,0,0,0,0,0,0
17.7,61.2,1195,760,0,0,0,1,0,0,0,0,0,0,0,0
19.7,61.2,1203,763,0,2,0,15,0,0,0,0,0,0,0,0
14.8,61.2,1188,758,0,1,0,1,0,0,0,0,0,0,0,0
16.9,61.2,1179,750,0,2,0,8,0,0,0,0,0,0,0,0
16.1,61.2,1248,694,0,0,0,1,0,0,0,0,0,0,0,0
17.5,61.1,901,733,0,0,1,0,0,0,0,0,0,0,0,0
15.0,61.2,1268,591,0,0,1,0,0,0,0,0,0,0,0,0
20.6,61.1,1329,364,0,0,3,0,0,0,0,0,0,0,0,0
16.6,61.2,1434,417,0,1,0,0,0,0,0,0,0,0,0,0
21.2,61.2,1484,423,0,1,0,0,0,0,0,0,0,0,0,0
21.7,61.2,1170,548,0,1,0,1,0,0,0,0,0,0,0,0
15.1,61.1,1113,580,0,2,0,15,0,0,0,0,0,0,0,0
19.4,61.2,1123,421,0,1,0,16,0,0,0,0,0,0,0,0
14.6,61.2,1167,485,0,0,0,0,0,1,0,0,0,0,0,0
18.7,61.2,1181,402,0,0,0,0,0,1,0,0,0,0,0,0
14.0,61.2,1185,572,0,1,0,1,0,0,0,0,0,0,0,0
18.8,61.2,1173,562,0,2,0,6,0,0,0,0,0,0,0,0
19.9,61.4,1266,431,0,0,0,0,0,0,0,0,0,0,0,0
18.3,61.2,1037,393,0,2,0,0,0,0,0,0,0,0,0,0
18.0,61.2,1235,331,0,1,0,0,0,0,0,0,0,0,0,0
14.9,61.2,1189,361,0,2,0,0,0,0,0,0,0,0,0,0
15.3,61.2,1237,350,0,1,0,0,0,0,0,0,0,0,0,0
22.9,61.1,1332,418,0,1,0,0,0,0,0,0,0,0,0,0
15.0,61.2,1249,549,0,2,0,0,0,0,0,0,0,0,0,0
17.8,61.2,1237,468,0,2,0,0,0,0,0,0,0,0,0,0
19.5,61.3,1185,519,0,2,0,0,0,0,0,0,0,0,0,0
15.6,61.3,1300,539,0,3,0,0,0,0,0,0,0,0,0,0
29.1,61.2,1150,551,0,2,0,0,0,0,0,0,0,0,0,0
15.0,61.2,1156,554,0,2,0,0,0,0,0,0,0,0,0,0
21.8,61.2,1257,657,0,0,0,1,0,0,0,0,0,0,0,0
18.4,61.3,1163,785,0,1,0,10,0,0,0,0,0,0,0,0
14.6,61.2,1225,708,0,3,0,16,0,0,0,0,0,0,0,0
17.0,61.2,1251,714,0,2,0,8,0,0,0,0,0,0,0,0
13.5,61.2,1238,707,0,2,0,0,0,0,0,0,0,0,0,0
16.6,61.2,1235,702,0,0,0,0,0,0,0,0,0,0,0,0
16.1,61.2,1280,714,0,1,0,0,0,0,0,0,0,0,0,0
17.9,61.2,1013,938,0,2,0,0,0,0,0,0,0,0,0,0
16.8,61.3,1183,1001,0,1,0,0,0,0,0,0,0,0,0,0
16.8,61.2,1170,769,0,1,0,0,0,0,0,0,0,0,0,0
14.4,61.2,1095,392,0,0,0,0,0,0,0,0,0,0,0,0
16.3,61.2,1064,462,0,0,0,0,0,0,0,0,0,0,0,0
19.0,61.2,1129,877,0,0,0,0,0,0,0,0,0,0,0,0
16.3,61.2,1495,465,0,0,0,0,0,0,0,0,0,0,0,0
16.0,61.2,1250,242,0,1,0,0,0,0,0,0,0,0,0,0
12.6,61.2,1290,331,0,0,0,0,0,0,0,0,0,0,0,0
17.0,61.2,905,260,0,2,0,0,0,0,0,0,0,0,0,0
14.1,61.2,874,272,0,2,0,0,0,0,0,0,0,0,0,0
16.8,61.2,901,344,0,3,0,0,0,0,0,0,0,0,0,0
20.6,61.2,1064,532,0,3,0,0,0,0,0,0,0,0,0,0
14.7,61.2,1125,489,0,2,0,0,0,0,0,0,0,0,0,0
15.6,61.2,1064,493,0,3,0,15,0,0,0,0,0,0,0,0
15.7,61.2,1036,471,0,3,0,4,0,0,0,0,0,0,0,0
19.0,61.2,1079,497,0,2,0,0,0,0,0,0,0,0,0,0
24.8,61.1,1159,504,0,3,0,0,0,0,0,0,0,0,0,0
15.0,61.2,1136,497,0,2,0,0,0,0,0,0,0,0,0,0
22.2,61.2,1091,491,0,3,0,0,0,0,0,0,0,0,0,0
19.8,61.3,1093,508,0,2,0,0,0,0,0,0,0,0,0,0
14.2,61.3,1092,528,0,3,0,0,0,0,0,0,0,0,0,0
30.7,61.3,1107,558,0,3,0,0,0,0,0,0,0,0,0,0
13.5,61.3,1014,543,0,3,0,0,0,0,0,0,0,0,0,0
18.0,61.2,1029,574,0,3,0,0,0,0,0,0,0,0,0,0
19.4,61.2,991,605,0,3,0,0,0,0,0,0,0,0,0,0
19.7,61.2,991,1234,0,1,0,0,0,0,0,0,0,0,0,0
21.6,61.2,982,1256,0,0,0,0,0,0,0,0,0,0,0,0
16.0,61.3,982,1256,0,0,0,0,0,0,0,0,0,0,0,0
15.0,61.3,982,1256,0,0,0,0,0,0,0,0,0,0,0,0
19.3,61.3,1195,700,0,0,0,0,9,0,0,0,0,0,0,0
16.8,61.3,1202,565,0,0,0,0,11,0,0,0,0,0,0,0
21.8,61.2,1201,584,0,0,0,0,0,0,0,0,0,0,0,0
15.2,61.3,1137,576,0,3,0,1,0,0,0,0,0,0,0,0
13.7,61.3,1156,557,0,3,0,16,0,0,0,0,0,0,0,0
17.2,61.3,1162,549,0,3,0,16,0,0,0,0,0,0,0,0
18.3,61.3,1178,544,0,3,0,15,0,0,0,0,0,0,0,0
23.5,61.2,1168,550,0,2,0,5,0,0,0,0,0,0,0,0
18.1,61.3,1168,542,0,0,0,0,0,1,0,0,0,0,0,0
12.7,61.3,1161,547,0,1,0,0,0,0,0,0,0,0,0,0
15.2,61.3,1278,442,0,2,0,0,0,0,0,0,0,0,0,0
16.1,61.3,1206,479,0,3,0,0,0,0,0,0,0,0,0,0
16.6,61.2,1312,603,0,0,0,0,0,0,0,0,0,0,0,0
25.1,61.2,1242,508,0,2,0,0,0,0,0,0,0,0,0,0
12.8,61.3,1121,894,0,0,0,0,0,0,0,0,0,0,0,0
17.5,61.3,1342,557,0,1,0,4,0,0,0,0,0,0,0,0
13.0,61.3,1406,566,0,2,0,0,0,0,0,0,0,0,0,0
16.3,61.2,1336,683,0,3,0,0,0,0,0,0,0,0,0,0
21.2,61.2,1044,368,0,1,0,1,0,0,0,0,0,0,0,0
17.5,61.3,1212,302,0,3,0,0,0,0,0,0,0,0,0,0
15.8,61.3,1151,370,0,2,0,0,0,0,0,0,0,0,0,0
18.0,61.3,1121,1176,0,2,0,0,0,0,0,0,0,0,0,0
16.8,61.3,1178,1158,0,0,0,0,0,0,0,0,0,0,0,0
19.9,61.2,1178,1158,0,0,0,0,0,0,0,0,0,0,0,0
13.9,61.3,1413,870,0,1,0,0,0,0,0,0,0,0,0,0
15.3,61.3,974,819,0,1,0,0,0,0,0,0,0,0,0,0
22.9,61.3,1253,580,0,1,0,0,0,0,0,0,0,0,0,0
13.3,61.3,1189,491,0,0,0,0,0,0,0,0,0,0,0,0
14.7,61.3,1111,447,0,1,0,0,0,0,0,0,0,0,0,0
18.8,61.3,1048,290,0,2,0,0,0,0,0,0,0,0,0,0
14.1,61.4,1051,289,0,3,0,0,0,0,0,0,0,0,0,0
14.1,61.4,995,405,0,2,0,0,0,0,0,0,0,0,0,0
13.5,61.3,1116,405,0,2,0,0,0,0,0,0,0,0,0,0
17.9,61.3,1648,1138,0,2,0,0,0,0,0,0,0,0,0,0
17.5,61.3,1332,1161,0,2,0,0,0,0,0,0,0,0,0,0
16.1,61.4,1170,681,0,0,0,0,0,0,0,0,0,0,0,0
14.1,61.4,1170,681,0,0,0,0,0,0,0,0,0,0,0,0
14.8,61.4,1170,681,0,0,0,0,0,0,0,0,0,0,0,0
15.7,61.7,1170,681,0,0,0,0,0,0,0,0,0,0,0,0
18.8,61.4,1305,680,0,0,0,0,0,0,0,0,0,0,0,0
13.3,61.3,1053,993,0,1,0,0,0,0,0,0,0,0,0,0
13.7,61.3,1289,812,0,0,0,0,0,0,0,0,0,0,0,0
17.2,61.3,1233,866,0,0,0,0,0,0,0,0,0,0,0,0
17.8,61.4,1155,980,0,0,0,0,0,0,0,0,0,0,0,0
21.3,61.4,1269,861,0,0,0,0,0,0,0,0,0,0,0,0
14.3,61.4,1210,1274,0,0,0,0,0,0,0,0,0,0,0,0
14.6,61.4,1219,1271,0,0,0,0,0,0,0,0,0,0,0,0
11.8,61.4,1219,1271,0,0,0,0,0,0,0,0,0,0,0,0
13.5,61.4,1223,1294,1,0,0,0,0,0,0,0,0,0,0,0
18.1,61.3,1149,1295,0,0,0,0,0,0,0,0,0,0,0,0
17.8,61.4,1093,1307,0,0,0,0,0,0,0,0,0,0,0,0
14.3,61.4,1104,1291,1,0,0,0,0,0,0,0,0,0,0,0
19.4,61.4,1108,1290,0,0,0,0,0,0,0,0,0,0,0,0
14.1,61.4,1107,1294,0,0,0,0,0,0,0,0,0,0,0,0
19.8,61.4,1343,1168,0,0,0,0,0,0,0,0,0,0,0,0
19.5,61.5,1269,1248,0,0,0,0,0,0,0,0,0,0,0,0
15.6,61.4,1290,1169,0,0,0,0,0,0,0,0,0,0,0,0
15.4,61.4,1359,671,0,0,0,0,0,0,0,0,0,0,0,0
14.4,61.4,1332,738,0,0,0,0,0,0,0,0,0,0,0,0
15.3,61.4,1332,738,0,0,0,0,0,0,0,0,0,0,0,0
18.0,61.4,1332,738,0,0,0,0,0,0,0,0,0,0,0,0
14.5,61.4,1332,738,0,0,0,0,0,0,0,0,0,0,0,0
15.2,61.4,1332,738,0,0,0,0,0,0,0,0,0,0,0,0
11.7,61.4,996,811,0,0,0,0,0,0,0,0,0,0,0,0
23.9,61.4,996,811,0,0,0,0,0,0,0,0,0,0,0,0
11.8,61.4,996,811,0,0,0,0,0,0,0,0,0,0,0,0
15.8,61.4,996,811,0,0,0,0,0,0,0,0,0,0,0,0
20.4,61.4,1482,575,0,1,0,0,0,0,0,0,0,0,0,0
22.6,61.4,1826,664,0,1,0,0,0,0,0,0,0,0,0,0
17.1,61.8,1959,650,0,1,0,0,0,0,0,0,0,0,0,0
20.5,61.3,2015,722,0,2,0,0,0,0,0,0,0,0,0,0
16.8,61.4,2033,649,0,2,0,0,0,0,0,0,0,0,0,0
15.5,61.4,2011,737,0,2,0,0,0,0,0,0,0,0,0,0
15.1,61.4,2037,604,0,1,0,0,0,0,0,0,0,0,0,0
19.5,61.7,2117,526,0,2,0,0,0,0,0,0,0,0,0,0
18.4,61.4,2151,521,0,2,0,0,0,0,0,0,0,0,0,0
15.0,61.4,2176,591,0,3,0,0,0,0,0,0,0,0,0,0
17.3,61.5,1890,671,0,1,0,0,0,0,0,0,0,0,0,0
17.9,61.5,1913,653,0,2,0,0,0,0,0,0,0,0,0,0
16.1,61.5,2131,705,0,2,0,0,0,0,0,0,0,0,0,0
20.9,61.4,2057,726,0,1,0,0,0,0,0,0,0,0,0,0
20.3,61.4,1998,710,0,2,0,0,0,0,0,0,0,0,0,0
12.8,61.4,1973,623,0,3,0,0,0,0,0,0,0,0,0,0
16.6,61.4,1845,641,0,1,0,0,0,0,0,0,0,0,0,0
15.9,61.4,1805,630,0,2,0,0,0,0,0,0,0,0,0,0
21.0,61.5,1813,632,0,1,0,0,0,0,0,0,0,0,0,0
14.6,61.5,1809,724,0,1,0,0,0,0,0,0,0,0,0,0
15.6,61.5,1806,693,0,0,0,0,0,0,0,0,0,0,0,0
13.9,61.5,1773,693,0,3,0,0,0,0,0,0,0,0,0,0
15.3,61.5,1821,588,0,2,0,0,0,0,0,0,0,0,0,0
21.4,61.4,1968,590,0,2,0,0,0,0,0,0,0,0,0,0
14.6,61.5,2231,632,0,1,0,0,0,0,0,0,0,0,0,0
17.8,61.5,2220,742,0,1,0,0,0,0,0,0,0,0,0,0
14.4,61.5,2073,681,0,2,0,0,0,0,0,0,0,0,0,0
16.5,61.5,1975,487,0,1,0,0,0,0,0,0,0,0,0,0
14.2,61.5,1974,436,0,2,0,0,0,0,0,0,0,0,0,0
14.1,61.5,1921,436,0,0,0,0,0,0,0,0,0,0,0,0
22.7,61.5,1803,466,0,0,0,0,0,0,0,0,0,0,0,0
18.1,61.5,1536,526,0,0,0,0,0,0,0,0,0,0,0,0
14.6,61.5,1281,653,0,1,0,0,0,0,0,0,0,0,0,0
14.9,61.5,1252,585,0,0,0,0,0,0,0,0,0,0,0,0
16.2,61.5,1186,551,0,1,0,0,0,0,0,0,0,0,0,0
16.1,61.5,1264,434,0,0,0,0,0,0,0,0,0,0,0,0
15.5,61.5,1407,618,0,1,0,0,0,0,0,0,0,0,0,0
18.3,61.5,1312,553,0,2,0,0,0,0,0,0,0,0,0,0
14.5,61.5,1285,647,0,2,0,0,0,0,0,0,0,0,0,0
18.7,61.4,1138,683,0,2,0,15,0,0,0,0,0,0,0,0
15.5,61.5,1187,682,0,2,0,6,0,0,0,0,0,0,0,0
18.9,61.5,1076,746,0,3,1,0,0,0,0,0,0,0,0,0
19.0,61.5,1299,623,0,0,1,0,0,0,0,0,0,0,0,0
15.3,61.5,1299,597,0,0,0,1,0,0,0,0,0,0,0,0
30.4,61.5,761,156,0,2,0,2,0,0,0,0,0,0,0,0
19.2,61.4,786,202,0,0,0,0,0,0,0,0,0,0,0,0
15.3,61.4,1145,800,0,2,0,1,1,0,0,0,0,0,0,0
15.6,61.4,948,772,0,0,0,0,0,0,0,0,0,0,0,0
18.1,61.4,1006,637,0,0,0,0,0,0,0,0,0,0,0,0
20.5,61.3,1182,723,0,2,0,0,0,0,0,0,0,0,0,0
17.8,61.4,1238,719,0,3,0,7,0,0,0,0,0,0,0,0
17.1,61.4,1140,743,0,2,0,3,0,0,0,0,0,0,0,0
14.6,61.4,1121,725,0,3,0,1,0,0,0,0,0,0,0,0
19.7,61.4,1099,726,0,3,0,1,0,0,0,0,0,0,0,0
24.5,61.4,1212,756,0,2,0,16,0,0,0,0,0,0,0,0
18.7,61.4,1142,751,0,2,0,15,0,0,0,0,0,0,0,0
26.1,61.4,1207,716,0,2,0,15,0,0,0,0,0,0,0,0
22.1,61.1,1248,808,0,2,0,6,0,0,0,0,0,0,0,0
23.4,61.4,1892,695,0,1,0,0,0,0,0,0,0,0,0,0
21.5,61.4,1910,709,0,0,0,0,0,0,0,0,0,0,0,0
20.6,61.4,1254,673,0,1,0,0,0,0,0,0,0,0,0,0
20.4,61.6,1328,636,0,0,0,0,0,0,0,0,0,0,0,0
21.8,61.5,1312,641,0,1,0,0,0,0,0,0,0,0,0,0
22.7,61.4,1374,677,0,2,0,0,0,0,0,0,0,0,0,0
17.4,61.5,1290,750,0,3,0,0,0,0,0,0,0,0,0,0
15.6,61.5,1281,802,0,1,0,0,0,0,0,0,0,0,0,0
16.3,61.5,1281,719,0,2,0,0,0,0,0,0,0,0,0,0
17.5,61.5,1183,796,0,2,0,0,0,0,0,0,0,0,0,0
16.6,61.4,1185,816,0,2,0,0,0,0,0,0,0,0,0,0
18.4,61.5,1220,800,0,2,0,0,0,0,0,0,0,0,0,0
17.3,61.4,1239,820,0,1,0,0,0,0,0,0,0,0,0,0
17.3,61.4,1672,534,0,0,0,0,0,0,0,0,0,0,0,0
18.6,61.3,1499,1183,0,0,0,0,0,0,0,0,0,0,0,0
20.9,61.3,625,1084,0,0,0,0,0,0,0,0,0,0,0,0
15.5,61.2,596,1085,0,0,0,0,0,0,0,0,0,0,0,0
19.9,61.1,596,1085,0,0,0,0,0,0,0,0,0,0,0,0
14.8,61.2,606,1074,0,0,0,1,0,0,0,0,0,0,0,0
17.7,61.2,1198,574,0,2,0,3,0,0,0,0,0,0,0,0
16.2,61.1,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
15.6,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
23.5,61.1,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
16.0,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
15.4,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
12.8,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
17.0,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
21.5,61.1,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
15.2,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
15.3,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
15.0,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
15.5,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
18.9,61.6,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
18.3,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
14.6,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
19.5,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
12.9,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
14.6,61.5,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
14.4,61.2,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
13.3,61.3,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
15.4,61.3,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
16.1,61.1,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
21.6,61.1,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
19.2,61.1,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
16.3,61.1,1605,503,0,0,0,0,0,0,0,0,0,0,0,0
14.1,61.2,1675,1317,0,0,0,0,0,0,0,0,0,0,0,0
23.2,61.2,1422,1240,0,0,0,0,0,0,0,0,0,0,0,0
18.1,61.1,1257,577,0,0,0,0,0,0,0,0,0,0,0,0
21.5,61.1,922,729,0,0,0,0,0,0,0,0,0,0,0,0
15.5,61.2,1522,646,0,0,0,0,0,0,0,0,0,0,0,0
18.3,61.2,820,591,0,0,0,0,0,0,0,0,0,0,0,0
