TIMESTAMP,CPU,MEMORY,MOUSE_POSITION,LEFT_CLICKS,RIGHT_CLICKS,q,w,e,r,t,d,f,tab,space,ctrl
1703949968753765700,0.0,72.9,"(-332, -56)",0,0,0,0,0,0,0,0,0,0,0,0
1703949969270235600,0.0,72.9,"(-330, -72)",0,0,0,0,0,0,0,0,0,0,0,0
1703949969775696400,0.0,72.9,"(-329, -72)",0,0,0,0,0,0,0,0,0,0,0,0
1703949970286161100,0.0,72.9,"(-329, -72)",0,0,0,0,0,0,0,0,0,0,0,0
1703949970794623900,0.0,72.9,"(-330, -70)",0,0,0,0,0,0,0,0,0,0,0,0
1703949971306593300,0.0,72.9,"(-456, -92)",0,0,0,0,0,0,0,0,0,0,0,0
1703949971819563300,0.0,73.0,"(-496, -78)",0,0,0,0,0,0,0,0,0,0,0,0
1703949972332030500,0.0,73.0,"(-479, -90)",1,0,0,0,0,0,0,0,0,0,0,0
1703949972839492600,0.0,73.0,"(-470, -98)",0,0,0,0,0,0,0,0,0,0,0,0
1703949973351463000,0.0,72.9,"(-525, -82)",1,0,0,0,0,0,0,0,0,0,0,0
1703949973866939600,0.0,72.9,"(-648, -70)",0,0,0,0,0,0,0,0,0,0,0,0
1703949974375931500,0.0,72.9,"(-895, -56)",0,0,0,0,0,0,0,0,0,0,0,0
1703949974887397000,0.0,72.9,"(-967, -49)",0,0,0,0,0,0,0,0,0,0,0,0
1703949975390862600,0.0,72.9,"(-990, -44)",0,0,0,0,0,0,0,0,0,0,0,0
1703949975903329400,0.0,72.9,"(-1004, -41)",0,0,0,0,0,0,0,0,0,0,0,0
1703949976417797300,0.0,72.9,"(-1033, -33)",0,0,0,0,0,0,0,0,0,0,0,0
1703949976924258500,0.0,72.9,"(-852, 158)",0,0,0,0,0,0,0,0,0,0,0,0
1703949977428221200,0.0,72.9,"(-592, 1319)",0,0,0,0,0,0,0,0,0,0,0,0
1703949977938686200,0.0,72.9,"(-617, 1335)",1,0,0,0,0,0,0,0,0,0,0,0
1703949978455165300,0.0,72.9,"(-616, 1340)",0,0,0,0,0,0,0,0,0,0,0,0
1703949978959632400,0.0,72.9,"(-455, 1333)",0,0,0,0,0,0,0,0,0,0,0,0
1703949979469115000,0.0,72.8,"(-444, 1332)",0,0,0,0,0,0,0,0,0,0,0,0
1703949979987586800,0.0,72.8,"(-444, 1332)",0,0,0,0,0,0,0,0,0,0,0,0
1703949980499052800,0.0,72.9,"(-373, 1323)",0,0,0,0,0,0,0,0,0,0,0,0
1703949981014522300,0.0,72.9,"(429, 921)",0,0,0,0,0,0,0,0,0,0,0,0
1703949981529495600,0.0,73.0,"(1448, 272)",1,0,0,0,0,0,0,0,0,0,0,0
1703949982033962800,0.0,73.0,"(1409, 170)",0,0,0,0,0,0,0,0,0,0,0,0
1703949982543433700,0.0,72.6,"(1301, 702)",0,0,0,0,0,0,0,0,0,0,0,0
1703949983054906400,0.0,72.8,"(2559, 793)",0,0,0,0,0,0,0,0,0,0,0,0
1703949983561871400,0.0,72.6,"(2288, 799)",0,0,0,0,0,0,0,0,0,0,0,0
1703949984073842200,0.0,72.5,"(1682, 774)",0,0,0,0,0,0,0,0,0,0,0,0
1703949984586308600,0.0,72.5,"(1174, 675)",0,0,0,0,0,0,0,0,0,0,0,0
1703949985097287900,0.0,72.4,"(1219, 650)",0,0,0,0,0,0,0,0,0,0,0,0
1703949985611265200,0.0,72.6,"(1389, 583)",0,0,0,0,0,0,0,0,0,0,0,0
1703949986118726900,0.0,72.7,"(1390, 582)",0,0,0,0,0,0,0,0,0,0,0,0
1703949986631193500,0.0,72.7,"(1045, 743)",0,1,0,0,0,0,0,0,0,0,0,0
1703949987141707200,0.0,72.4,"(841, 965)",0,0,0,0,0,0,0,0,0,0,0,0
1703949987648133200,0.0,72.5,"(1224, 705)",0,0,0,0,0,0,0,0,0,0,0,0
1703949988153096500,0.0,72.2,"(914, 578)",0,0,0,0,0,0,0,0,0,0,0,0
1703949988666067700,0.0,72.2,"(904, 572)",0,0,0,0,0,0,0,0,0,0,0,0
1703949989173529800,0.0,72.2,"(1046, 569)",0,0,0,0,0,0,0,0,0,0,0,0
1703949989685996400,0.0,72.2,"(1057, 550)",0,0,0,0,0,0,0,0,0,0,0,0
1703949990203467200,0.0,72.2,"(726, 545)",0,0,0,0,0,0,0,0,0,0,0,0
1703949990710936200,0.0,72.1,"(1044, 553)",0,0,0,0,0,0,0,0,0,1,0,0
1703949991215917700,0.0,72.1,"(1044, 553)",0,0,0,0,0,0,0,0,0,0,0,0
1703949991740395900,0.0,73.1,"(1028, 572)",0,0,0,0,0,0,0,0,0,0,0,0
1703949992247864900,0.0,73.3,"(764, 1342)",0,0,0,0,0,0,0,0,0,0,0,0
1703949992752324300,0.0,73.3,"(809, 1424)",1,0,0,0,0,0,0,0,0,0,0,0
1703949993263823600,0.0,73.3,"(756, 1351)",0,0,0,0,0,0,0,0,0,0,0,0
1703949993783304800,0.0,73.7,"(-423, 372)",1,0,0,0,0,0,0,0,0,0,0,0
1703949994289269800,0.0,73.7,"(-463, 335)",0,0,0,0,0,0,0,0,0,0,0,0
1703949994798742300,0.0,73.6,"(-444, 55)",0,0,0,0,0,0,0,0,0,0,0,0
1703949995314211700,20.0,73.5,"(-454, -4)",0,0,0,0,0,0,0,0,0,0,0,0
1703949995817670500,20.0,73.5,"(-390, 97)",0,0,0,0,0,0,0,0,0,0,0,0
1703949996328135100,0.0,73.4,"(1026, 744)",0,0,0,0,0,0,0,0,0,0,0,0
1703949996843107900,0.0,74.0,"(1026, 744)",0,0,0,0,0,0,0,0,0,0,0,0
1703949997348568500,0.0,74.0,"(1051, 723)",1,0,0,0,0,0,0,0,0,1,0,0
1703949997857031500,0.0,74.1,"(1089, 695)",0,0,0,0,0,0,0,0,0,0,0,0
1703949998369497800,0.0,74.3,"(1089, 695)",0,0,0,0,0,0,0,0,0,1,0,0
1703949998884967500,0.0,74.0,"(1089, 695)",0,0,0,0,0,0,0,0,0,1,0,0
1703949999394935500,0.0,73.8,"(1273, 702)",0,0,0,0,0,0,0,0,0,0,0,0
1703949999906409800,0.0,73.8,"(1312, 434)",0,0,0,0,0,0,0,0,0,0,0,0
1703950000412878800,0.0,73.8,"(1628, 467)",0,0,0,0,0,0,0,0,0,0,0,0
1703950000926858500,0.0,73.6,"(1606, 493)",0,0,0,0,0,0,0,0,0,0,0,0
1703950001437323300,0.0,73.7,"(1131, 499)",2,0,0,0,0,0,0,0,0,0,0,0
1703950001941782800,0.0,73.7,"(756, 538)",0,0,0,0,0,0,0,0,0,0,0,0
1703950002451246600,0.0,73.4,"(1103, 701)",0,1,0,0,0,0,0,0,0,0,0,0
1703950002966715900,0.0,73.5,"(1161, 827)",0,2,0,0,0,0,0,0,0,0,0,0
1703950003471694000,0.0,73.5,"(909, 858)",0,1,0,0,0,0,0,0,0,0,0,0
1703950003988170600,0.0,73.4,"(909, 855)",0,0,0,0,0,0,0,0,0,0,0,0
1703950004499139900,0.0,73.4,"(909, 855)",0,0,0,0,0,0,0,0,0,0,0,0
1703950005003599400,0.0,73.4,"(909, 855)",0,0,0,0,0,0,0,0,0,0,0,0
1703950005520077200,0.0,73.0,"(910, 855)",0,0,0,0,0,0,0,0,0,0,0,0
1703950006028540700,0.0,73.0,"(1225, 800)",0,0,0,0,0,0,0,0,0,0,0,0
1703950006538011000,0.0,73.0,"(1326, 655)",1,0,0,0,0,0,0,0,0,0,0,0
1703950007041974500,0.0,73.0,"(1485, 665)",0,2,0,0,0,0,0,0,0,0,0,0
1703950007554440800,0.0,72.8,"(603, 1439)",0,1,0,0,0,0,0,0,0,0,0,0
1703950008066907800,0.0,72.9,"(899, 825)",0,1,0,0,0,0,0,0,0,0,0,0
1703950008577372400,0.0,72.8,"(939, 907)",0,0,0,0,0,0,0,0,0,0,0,0
1703950009088845900,0.0,72.8,"(0, 1427)",0,0,0,0,0,0,0,0,0,0,0,0
1703950009603825200,0.0,72.8,"(1539, 648)",0,2,0,0,0,0,0,0,0,0,0,0
1703950010112288200,0.0,72.8,"(1675, 165)",0,2,0,0,0,0,0,0,0,0,0,0
1703950010624258600,0.0,72.7,"(2163, 90)",0,2,0,0,0,0,0,0,0,0,0,0
1703950011135732300,0.0,72.7,"(2263, 305)",0,1,0,0,0,0,0,0,0,0,0,0
1703950011651216500,0.0,72.6,"(1860, 336)",0,1,0,0,0,0,0,0,0,0,0,0
1703950012163186100,0.0,72.5,"(1530, 704)",0,2,0,0,0,0,0,0,0,0,0,0
1703950012672650200,0.0,72.5,"(1313, 411)",0,0,0,0,0,0,0,0,0,0,0,0
1703950013185621500,0.0,72.5,"(1203, 534)",0,1,0,0,0,0,0,0,0,0,0,0
1703950013693083300,0.0,72.5,"(1433, 593)",0,3,0,0,0,0,0,0,0,0,0,0
1703950014205053600,21.9,72.5,"(1590, 701)",0,2,0,0,0,0,0,0,0,0,0,0
1703950014718521200,0.0,72.5,"(1747, 732)",0,0,0,0,0,0,0,0,0,0,0,0
1703950015225485900,0.0,72.5,"(1544, 721)",0,1,0,0,0,0,0,0,0,0,0,0
1703950015740970200,0.0,72.5,"(1400, 871)",0,1,0,0,0,0,0,0,0,0,0,0
1703950016252939400,0.0,72.5,"(1167, 1439)",0,0,0,0,0,0,0,0,0,0,0,0
1703950016764908800,0.0,72.4,"(1580, 760)",0,2,0,0,0,0,0,0,0,0,0,0
1703950017275374200,0.0,72.5,"(561, 1109)",0,0,0,0,0,0,0,0,0,0,0,0
1703950017787343200,0.0,72.4,"(1166, 654)",0,2,0,0,0,0,0,0,0,0,0,0
1703950018293813700,0.0,72.4,"(0, 891)",0,0,0,0,0,0,0,0,0,0,0,0
1703950018809289800,0.0,72.4,"(1278, 448)",0,3,0,0,0,0,0,0,0,0,0,0
1703950019317753000,0.0,72.4,"(1280, 703)",0,1,0,0,0,0,0,0,0,0,0,0
1703950019829226000,21.0,72.4,"(1078, 691)",0,3,1,0,0,0,0,0,0,0,0,0
1703950020336695400,0.0,72.3,"(1757, 586)",0,2,0,0,0,0,0,0,0,0,0,0
1703950020849161400,0.0,72.3,"(1548, 634)",0,2,0,0,0,0,0,0,0,0,0,0
1703950021362629600,0.0,72.3,"(1416, 464)",0,1,0,0,0,0,0,0,0,0,0,0
1703950021872093500,0.0,72.3,"(799, 462)",0,0,0,0,0,0,0,0,0,0,0,0
