CPU,MEMORY,MOUSE_X,MOUSE_Y,LEFT_CLICKS,RIGHT_CLICKS,q,w,e,r,t,d,f,tab,space,ctrl
12.5,65.7,1121,717,0,2,0,0,0,0,0,0,0,0,0,0
13.1,65.6,1337,764,0,2,0,0,0,0,0,0,0,0,0,0
16.3,65.7,1357,874,0,2,0,0,0,0,0,0,0,0,0,0
15.5,65.7,1667,466,0,0,0,0,0,0,0,0,0,0,0,0
17.1,65.7,1752,915,0,3,0,0,0,0,0,0,0,0,0,0
12.8,65.7,1622,614,0,0,0,0,1,0,1,0,0,0,0,0
12.7,65.7,1528,840,0,3,0,0,0,0,0,0,0,0,0,0
14.0,65.7,1566,770,0,0,0,2,0,0,2,0,0,0,0,0
17.0,65.7,1750,806,0,2,0,0,0,0,1,0,0,0,0,0
16.3,65.7,1623,639,0,1,0,1,0,0,1,0,0,0,0,0
18.8,65.7,1620,643,0,0,0,0,0,0,2,0,0,0,0,0
12.3,65.6,1575,613,0,0,0,1,0,0,1,0,0,0,0,0
17.2,65.6,1499,957,0,2,0,0,0,0,0,0,0,0,0,0
18.4,65.6,1520,839,0,1,0,0,0,0,0,0,0,0,0,0
26.0,65.7,872,782,0,1,0,0,0,0,0,0,0,0,0,0
16.6,65.7,1014,804,0,1,0,0,0,0,0,0,0,0,0,0
16.8,65.7,1541,930,0,1,0,0,0,0,0,0,0,0,0,0
14.8,65.7,1235,802,0,0,0,0,0,0,1,0,0,0,0,0
19.1,65.7,808,87,0,0,0,0,0,0,0,0,0,0,0,0
21.6,65.6,1052,577,0,1,0,0,0,0,0,0,0,0,0,0
15.0,65.7,1365,802,0,2,0,0,0,0,0,0,0,0,0,0
14.9,65.7,1133,627,0,0,0,0,0,0,1,0,0,0,0,0
17.0,65.7,1406,390,0,0,0,0,0,0,1,0,0,0,0,0
16.9,65.6,1061,667,0,1,0,0,0,0,0,0,0,0,0,0
17.8,65.6,1194,934,0,2,0,0,0,0,0,0,0,0,0,0
12.3,65.7,941,788,0,1,0,0,0,0,0,0,0,0,0,0
13.6,65.7,1336,856,0,1,0,0,0,0,1,0,0,0,0,0
12.6,65.7,1454,911,0,0,0,0,1,0,0,0,0,0,0,0
14.9,65.7,1470,868,0,1,0,0,0,0,0,0,0,0,0,0
19.3,65.6,1476,819,0,2,1,0,0,0,0,0,0,0,0,0
13.2,65.6,1477,764,0,1,0,0,0,0,0,0,0,0,0,0
13.5,65.6,1519,523,0,1,0,0,0,0,1,0,0,0,0,0
16.4,65.6,2559,0,0,0,0,0,0,0,0,0,0,0,0,0
15.6,65.6,921,929,0,1,0,0,0,0,0,0,0,0,0,0
19.0,65.6,665,925,0,2,0,0,0,0,0,0,0,0,0,0
19.3,65.6,910,928,0,2,0,0,0,0,0,0,0,0,0,0
13.5,65.6,709,760,0,1,0,0,0,0,0,0,0,0,0,0
14.7,65.6,1134,818,0,1,0,0,0,0,0,0,0,0,0,0
19.9,65.6,1021,795,0,0,0,0,0,0,0,0,0,0,0,0
14.2,65.6,1057,825,0,1,0,0,0,0,0,0,0,0,0,0
15.1,65.6,662,656,0,1,0,0,0,0,0,0,0,0,0,0
13.6,65.6,774,761,0,1,0,0,0,0,0,0,0,0,0,0
11.7,65.6,1322,915,0,1,0,0,0,0,0,0,0,0,0,0
15.5,65.6,1447,659,0,1,0,0,0,0,0,0,0,0,0,0
12.1,65.6,1062,748,0,0,0,0,0,0,1,0,0,0,0,0
19.8,65.6,1277,433,0,1,0,0,0,0,0,0,0,0,0,0
18.0,65.7,1444,766,0,2,0,0,0,0,0,0,0,0,0,0
16.0,65.6,1426,442,0,0,0,0,0,0,1,0,0,0,0,0
15.9,65.7,917,566,0,2,0,0,0,0,0,0,0,0,0,0
17.2,65.6,1052,957,0,3,0,0,0,0,1,0,0,0,0,0
22.7,65.6,1376,830,0,3,0,0,0,0,0,0,0,0,0,0
13.5,65.6,1014,698,0,2,0,0,0,0,0,0,0,0,0,0
14.0,65.6,1611,751,0,2,0,0,0,0,0,0,0,0,0,0
13.5,65.6,971,865,0,1,0,0,0,0,2,0,0,0,0,0
20.8,65.8,932,884,0,3,0,0,0,0,0,0,0,0,0,0
30.2,65.8,1139,763,0,1,0,0,0,0,0,0,0,0,0,0
16.8,65.9,1204,474,0,1,0,0,0,0,0,0,0,0,0,0
12.8,65.8,1829,347,0,0,1,0,0,0,0,0,0,0,0,0
14.0,65.9,1029,656,0,2,0,0,0,0,0,0,0,0,0,0
17.2,65.8,1156,860,0,3,0,0,0,0,0,0,0,0,0,0
18.4,65.9,705,824,0,3,0,0,0,0,0,0,0,0,0,0
15.8,65.8,876,925,0,0,0,0,0,0,0,0,0,0,0,0
15.0,65.8,677,785,0,1,0,0,0,0,0,0,0,0,0,0
16.3,65.9,909,659,0,2,0,0,0,0,0,0,0,0,0,0
17.8,65.8,2528,29,0,2,0,0,0,0,0,0,0,0,0,0
19.1,65.8,1623,382,0,1,1,0,0,0,0,0,0,0,0,0
14.1,65.7,1507,489,0,2,0,0,0,0,0,0,0,0,0,0
17.8,65.7,1262,598,0,2,0,0,0,0,0,0,0,0,0,0
15.6,65.7,1649,287,0,0,1,0,0,0,0,0,0,0,0,0
12.8,65.7,1768,755,0,2,0,0,0,0,0,0,0,0,0,0
21.6,65.6,2416,0,0,1,0,0,0,0,1,0,0,0,0,0
15.6,65.7,1432,704,0,1,0,0,0,0,1,0,0,0,0,0
11.8,65.7,1409,660,0,0,0,0,0,0,0,0,0,0,0,0
15.0,65.7,2182,643,0,1,0,0,0,0,1,0,0,0,0,0
14.6,65.7,1143,445,0,2,0,0,0,0,0,0,0,0,0,0
14.8,65.7,1369,463,0,0,0,0,0,0,0,0,0,0,0,0
16.0,65.7,1299,558,0,1,0,0,0,0,1,0,0,0,0,0
15.9,65.7,914,554,0,2,0,0,0,0,0,0,0,0,0,0
13.3,65.7,1458,688,0,2,0,0,0,0,0,0,0,0,0,0
15.8,65.7,1424,720,0,0,0,0,0,0,1,0,0,0,0,0
13.5,65.7,2067,241,0,0,0,0,0,0,0,0,0,0,0,0
15.8,65.7,1883,691,0,1,0,0,0,0,0,0,0,0,0,0
15.6,65.7,1202,673,0,2,0,0,0,0,0,0,0,0,0,0
15.5,65.7,1499,552,0,2,0,0,0,0,0,0,0,0,0,0
15.5,65.7,882,564,0,1,0,0,0,0,0,0,0,0,0,0
18.6,65.7,1419,567,0,1,0,1,0,0,0,0,0,0,0,0
14.8,65.7,600,535,0,2,0,0,0,0,0,0,0,0,0,0
18.3,65.7,1239,551,0,1,0,0,0,0,0,0,0,0,0,0
16.3,65.8,1175,533,0,3,0,0,0,0,0,0,0,0,0,0
14.6,65.8,892,425,0,3,0,1,0,0,1,0,0,0,0,0
17.3,65.8,773,484,0,3,0,0,0,0,0,0,0,0,0,0
19.6,65.8,1017,561,0,1,0,0,0,0,2,0,0,0,0,0
15.8,65.8,946,578,0,1,0,0,0,0,2,0,0,0,0,0
14.9,65.8,981,559,0,1,0,0,0,0,0,0,0,0,0,0
12.6,65.8,872,643,0,0,1,0,0,0,0,0,0,0,0,0
17.3,65.7,1042,659,0,1,0,1,0,0,1,0,0,0,0,0
16.9,65.7,830,703,0,3,0,0,0,0,0,0,0,0,0,0
14.5,65.7,1120,743,0,2,0,0,0,0,1,0,0,0,0,0
20.8,65.7,1188,700,0,2,0,0,0,0,0,0,0,0,0,0
12.7,65.7,1252,681,0,1,0,1,0,0,1,0,0,0,0,0
15.3,65.7,1095,655,0,3,0,0,0,0,0,0,0,0,0,0
20.2,65.7,1032,665,0,2,0,0,0,0,0,0,0,0,0,0
15.5,65.8,1722,527,0,2,0,0,0,0,0,0,0,0,0,0
17.4,65.8,1513,440,0,0,0,0,0,0,0,0,0,0,0,0
14.6,65.8,1523,495,0,0,0,0,0,0,0,0,0,0,0,0
16.6,65.8,3,655,0,0,0,0,0,0,0,0,0,9,0,0
16.3,65.7,1262,445,0,0,0,0,0,0,0,0,0,0,0,0
15.6,65.8,617,489,0,2,0,0,0,0,0,0,0,0,0,0
14.8,65.8,176,591,0,2,0,0,0,0,0,0,0,0,0,0
11.7,65.7,744,589,0,2,0,0,0,0,0,0,0,0,0,0
14.0,65.8,651,609,0,2,0,0,0,0,0,0,0,0,0,0
23.3,65.7,1092,509,0,1,0,0,0,0,0,0,0,0,0,0
16.0,65.8,1709,475,0,0,0,0,0,0,0,0,0,0,0,0
15.1,65.8,1707,469,0,0,0,0,0,0,0,0,0,0,0,0
13.2,65.8,1701,473,0,0,0,0,0,0,0,0,0,0,0,0
24.9,65.8,1701,473,0,0,0,0,0,0,0,0,0,0,0,0
12.3,65.8,1701,473,0,0,0,0,0,0,0,0,0,0,0,0
17.0,65.8,1333,580,0,0,0,0,0,0,0,0,0,0,0,0
15.8,65.8,1384,681,0,0,0,0,0,0,0,0,0,0,0,0
14.1,65.8,1687,449,0,0,0,0,0,0,0,0,0,0,0,0
11.8,65.8,1678,428,2,0,0,0,0,0,0,0,0,0,0,0
11.7,65.8,1653,410,0,0,0,0,0,0,0,0,0,0,0,0
14.8,65.8,1586,0,0,0,0,0,0,0,0,0,0,0,0,0
10.9,65.8,1534,0,0,0,0,0,0,0,0,0,0,0,0,0
19.4,65.8,1665,833,0,0,0,0,0,0,0,0,0,0,0,0
11.7,65.8,1655,0,0,0,0,0,0,0,0,0,0,0,0,0
14.0,65.8,1684,209,0,0,0,0,0,0,0,0,0,0,1,0
10.9,65.8,1608,225,0,0,0,0,0,0,0,0,0,0,15,0
11.1,65.8,1605,250,0,0,0,0,0,0,0,0,0,0,16,0
12.8,65.8,2190,1145,0,0,0,0,0,0,0,0,0,0,0,0
15.5,65.8,2081,1169,0,0,0,0,0,0,0,0,0,1,0,0
11.2,65.8,1907,790,0,0,0,0,0,0,0,0,0,15,0,0
12.6,65.8,1907,790,0,0,0,0,0,0,0,0,0,0,0,0
14.3,65.9,1991,591,0,0,0,0,0,0,0,0,0,0,0,0
27.8,66.0,2309,135,0,0,0,0,0,0,0,0,0,0,0,0
19.4,66.1,2157,257,0,0,0,0,0,0,0,0,0,3,0,0
11.8,66.0,2156,257,0,0,0,0,0,0,0,0,0,15,0,0
17.4,65.9,2077,282,0,0,0,0,0,0,0,0,0,15,0,0
14.7,66.0,1745,421,0,0,0,0,0,0,0,0,0,1,0,0
21.2,66.0,1575,1084,0,0,0,0,0,0,0,0,0,16,0,0
14.1,66.0,1445,1329,0,0,0,0,0,0,0,0,0,13,0,0
12.1,66.0,1444,1329,0,0,0,0,0,0,0,0,0,0,1,0
17.9,65.9,1106,877,0,0,0,0,0,0,0,0,0,0,16,0
16.0,65.9,975,1195,0,0,0,0,0,0,0,0,0,0,16,0
10.8,65.9,1006,1281,0,0,0,0,0,0,0,0,0,0,16,0
32.0,64.6,1006,1281,0,0,0,0,0,0,0,0,0,0,15,0
12.8,63.8,1006,1281,0,0,0,0,0,0,0,0,0,0,15,0
15.9,63.8,1006,1281,0,0,0,0,0,0,0,0,0,0,16,0
13.3,63.8,1006,1281,0,0,0,0,0,0,0,0,0,0,16,0
15.3,63.9,1006,1281,0,0,0,0,0,0,0,0,0,0,15,0
14.1,63.8,1006,1281,0,0,0,0,0,0,0,0,0,0,15,0
11.3,63.9,1006,1281,0,0,0,0,0,0,0,0,0,0,15,0
15.9,63.9,1006,1281,0,0,0,0,0,0,0,0,0,0,16,0
15.5,63.9,1430,385,0,0,0,0,0,0,0,0,0,0,0,0
18.8,63.9,1616,525,0,2,0,0,0,0,0,0,0,0,0,0
14.1,63.8,1548,663,0,2,0,0,0,0,0,0,0,0,0,0
17.9,63.9,1726,734,0,0,0,0,0,0,0,0,0,0,0,0
19.0,63.8,1976,0,0,1,0,0,0,0,0,0,0,0,0,0
18.9,63.9,1227,775,0,1,0,0,0,0,0,0,0,0,0,0
22.6,63.9,1189,520,0,1,0,0,0,0,0,0,0,0,0,0
19.3,63.9,1003,962,0,0,0,0,0,0,0,0,0,0,0,0
14.8,63.9,860,1053,0,1,0,0,0,0,0,0,0,0,0,0
16.2,63.9,2252,1057,0,1,0,0,0,0,0,0,0,0,0,0
14.3,63.8,1888,997,0,1,0,0,0,0,0,0,0,0,0,0
20.6,63.9,1209,906,0,2,0,0,0,0,0,0,0,0,0,0
16.1,63.8,2398,1430,0,2,0,0,0,0,0,0,0,0,0,0
21.0,63.9,1526,596,0,0,0,0,0,0,0,0,0,0,0,0
18.3,63.9,1962,1014,0,2,0,0,0,0,0,0,0,0,0,0
17.2,63.9,1690,442,0,1,0,0,0,0,0,0,0,0,0,0
16.8,63.9,1730,722,0,3,0,0,0,0,0,0,0,0,0,0
15.8,63.9,1661,449,0,1,0,0,0,0,0,0,0,0,0,0
15.3,63.9,1376,379,0,1,0,0,0,0,0,0,0,0,0,0
15.1,63.9,1481,90,0,2,0,0,0,0,0,0,0,0,0,0
22.1,63.9,134,155,0,2,0,0,0,0,0,0,0,0,0,0
17.1,63.9,120,378,0,2,0,0,0,0,0,0,0,0,0,0
27.5,64.0,1165,575,0,1,0,0,0,0,0,0,0,0,0,0
13.7,64.0,1118,630,0,3,0,0,0,0,0,0,0,0,0,0
15.0,64.0,429,915,0,1,0,0,0,0,0,0,0,0,0,0
20.6,64.0,1122,915,0,2,0,0,0,0,0,0,0,0,0,0
17.3,64.0,765,795,0,1,0,0,0,0,0,0,0,0,0,0
13.1,63.9,1023,1030,0,0,0,0,0,0,0,0,0,0,0,0
13.0,63.9,1023,1030,0,0,0,0,0,0,0,0,0,0,0,0
19.7,63.9,1113,546,0,0,0,0,0,0,1,0,0,0,0,0
23.2,63.9,2123,322,0,0,0,0,0,0,1,0,0,0,0,0
15.5,63.9,969,569,0,1,0,0,0,0,0,0,0,0,0,0
16.3,63.9,764,508,0,2,0,0,0,0,0,0,0,0,0,0
19.7,63.9,1060,780,0,2,0,0,0,0,0,0,0,0,0,0
16.4,63.9,1021,822,0,2,0,0,0,0,0,0,0,0,0,0
20.4,63.9,1210,814,0,1,0,0,0,0,0,0,0,0,0,0
14.7,63.9,837,476,0,3,0,0,0,0,0,0,0,0,0,0
19.9,63.9,1364,646,0,1,0,0,0,0,0,0,0,0,0,0
13.0,63.9,1499,758,0,2,0,0,0,0,0,0,0,0,0,0
14.7,64.0,969,831,0,1,0,0,0,0,0,0,0,0,0,0
16.0,64.0,1142,978,0,0,0,0,0,0,0,0,0,0,0,0
13.7,64.0,927,495,0,2,0,0,0,0,0,0,0,0,0,0
17.7,63.9,947,631,0,1,0,0,0,0,0,0,0,0,0,0
13.2,63.9,1179,660,0,1,0,0,0,0,0,0,0,0,0,0
16.8,63.9,1019,616,0,0,0,0,0,0,1,0,0,0,0,0
14.0,63.9,1968,703,0,2,0,0,0,0,0,0,0,0,0,0
17.5,63.9,936,732,0,1,0,0,0,0,0,0,0,0,0,0
17.5,63.9,1583,12,0,2,0,0,0,0,0,0,0,0,0,0
13.3,63.9,1389,534,0,0,0,0,0,0,0,0,0,0,0,0
14.9,63.9,1600,562,0,1,0,0,0,0,0,0,0,0,0,0
18.1,63.9,2026,1257,0,3,0,0,0,0,0,0,0,0,0,0
17.2,63.9,2559,1439,0,1,0,0,0,0,0,0,0,0,0,0
14.1,63.9,1840,1076,0,2,0,0,0,0,0,0,0,0,0,0
11.8,63.9,1413,408,0,1,0,0,0,0,0,0,0,0,0,0
20.6,63.9,1421,429,0,2,0,0,0,0,0,0,0,0,0,0
15.1,63.9,1047,438,0,3,0,0,0,0,0,0,0,0,0,0
15.8,63.9,1212,385,0,2,0,3,0,0,3,0,0,0,0,0
14.3,63.9,1544,397,0,2,0,0,0,2,0,0,0,0,0,0
14.1,63.9,1241,29,0,1,0,1,0,0,1,0,0,0,0,0
15.3,63.9,1159,683,0,0,0,0,0,0,1,0,0,0,0,0
17.1,63.9,696,405,0,1,0,0,0,0,0,0,0,0,0,0
21.5,63.9,1370,424,0,1,0,0,0,0,0,0,0,0,0,0
16.1,63.8,1410,541,0,1,0,0,0,0,0,0,0,0,0,0
13.9,63.9,376,227,0,3,0,0,0,0,0,0,0,0,0,0
14.8,63.9,818,48,0,1,0,0,0,0,0,0,0,0,0,0
14.0,63.9,1995,464,0,1,0,0,1,0,0,0,0,0,0,0
27.3,63.8,1964,588,0,3,0,0,0,0,0,0,0,0,0,0
20.5,63.9,1238,660,0,1,0,2,0,0,2,0,0,0,0,0
15.1,63.9,1478,655,0,0,0,0,0,0,2,0,0,0,0,0
21.8,63.9,2007,760,0,1,0,0,0,0,0,0,0,0,0,0
16.5,63.9,1784,555,0,2,0,0,0,0,0,0,0,0,0,0
32.6,64.0,836,566,0,3,0,0,0,0,0,0,0,0,0,0
24.4,64.0,1632,595,0,3,0,1,0,0,0,0,0,0,0,0
15.2,64.0,1040,747,0,3,0,0,0,0,0,0,0,0,0,0
14.0,64.1,761,771,0,3,0,0,0,0,0,0,0,0,0,0
13.1,64.1,1117,710,0,3,0,2,0,0,2,0,0,0,0,0
16.2,64.1,1163,767,0,2,0,0,2,0,0,0,0,0,0,0
19.5,64.1,1246,602,0,3,0,1,0,0,0,0,0,0,0,0
17.6,64.1,1280,549,0,2,0,1,0,0,1,0,0,0,0,0
14.8,64.1,1301,556,0,3,3,0,0,0,0,0,0,0,0,0
14.3,64.1,1189,366,0,3,2,0,0,0,0,0,0,0,0,0
17.5,64.1,1244,424,0,3,0,0,0,0,0,0,0,0,0,0
13.2,64.1,1317,744,0,0,0,0,0,0,0,0,0,0,0,0
12.7,64.1,1599,632,0,0,0,0,0,0,0,0,0,0,0,0
14.2,64.1,1237,907,0,0,0,0,0,0,0,0,0,0,0,0
14.8,64.1,1210,761,0,0,0,0,0,0,0,0,0,0,0,0
11.6,64.1,1221,751,0,0,0,0,0,0,0,0,0,0,0,0
13.5,64.1,1285,551,0,0,0,0,0,0,0,0,0,0,0,0
37.1,64.2,259,650,0,0,0,0,0,0,0,0,0,1,0,0
35.2,65.0,-564,667,0,0,0,0,0,0,0,0,0,0,0,0
12.0,65.0,-569,667,0,0,0,0,0,0,0,0,0,0,0,0
31.5,64.9,860,638,0,0,0,0,0,0,0,0,0,1,0,0
16.0,64.8,1331,551,0,0,0,0,0,0,0,0,0,0,0,0
17.1,64.8,785,540,0,0,0,0,0,0,0,0,0,0,0,0
15.0,64.7,838,939,0,0,0,0,0,0,0,0,0,0,0,0
14.9,64.7,1038,1078,0,0,0,0,0,0,0,0,0,0,0,0
11.9,64.8,1057,1038,0,0,0,0,0,0,0,0,0,0,0,0
16.1,64.7,1158,1044,0,0,0,0,0,0,0,0,0,0,0,0
16.4,64.5,1227,1042,0,0,0,0,0,0,0,0,0,0,0,0
18.6,64.5,1331,1039,0,0,0,0,0,0,0,0,0,0,0,0
17.8,64.5,789,570,0,0,0,0,0,0,0,0,0,0,0,0
13.2,64.4,554,411,0,0,0,0,0,0,0,0,0,0,0,0
21.5,64.4,496,792,0,0,0,0,0,0,0,0,0,0,0,0
14.6,64.4,515,769,0,0,0,0,0,0,0,0,0,0,0,0
11.7,64.4,541,893,0,0,0,0,0,0,0,0,0,0,0,0
11.4,64.4,544,946,0,0,0,0,0,0,0,0,0,0,0,0
15.8,64.4,1135,718,0,0,0,0,0,0,0,0,0,0,0,0
15.3,64.3,1394,817,0,0,0,0,0,0,0,0,0,0,0,0
12.3,64.4,2200,1158,1,0,0,0,0,0,0,0,0,0,0,0
13.1,64.4,2198,1158,0,0,0,0,0,0,0,0,0,0,0,0
11.3,64.4,2198,1158,0,0,0,0,0,0,0,0,0,0,0,0
13.1,64.4,2198,1158,0,0,0,0,0,0,0,0,0,0,0,0
18.6,64.3,2198,1158,0,0,0,0,0,0,0,0,0,0,0,0
11.2,64.4,1744,858,0,0,0,0,0,0,0,0,0,0,0,0
15.2,64.4,1596,761,1,0,0,0,0,0,0,0,0,0,0,0
16.4,64.4,1239,447,0,0,0,0,0,0,0,0,0,1,0,0
38.0,64.9,-557,667,0,0,0,0,0,0,0,0,0,0,0,0
15.3,65.0,-559,667,0,0,0,0,0,0,0,0,0,0,0,0
25.6,64.9,2559,868,0,0,0,0,0,0,0,0,0,0,0,0
22.9,64.7,1770,341,0,1,0,0,0,0,0,0,0,0,0,0
15.6,64.7,1037,502,0,1,0,0,0,0,0,0,0,0,0,0
25.0,64.6,1364,552,0,0,0,0,0,0,1,0,0,0,0,0
16.9,64.6,1281,640,0,0,0,0,0,0,0,0,0,0,0,0
19.0,64.5,851,666,0,2,0,0,0,0,0,0,0,0,0,0
18.4,64.7,1533,605,0,1,0,0,0,0,0,0,0,0,0,0
14.9,64.6,1359,566,0,1,0,0,0,0,1,0,0,0,0,0
14.6,64.5,1062,194,0,0,0,0,0,0,0,0,0,0,0,0
12.5,64.5,1133,365,0,1,0,0,0,0,0,0,0,0,0,0
20.1,64.4,1456,614,0,2,0,0,0,0,0,0,0,0,0,0
18.6,64.5,1450,561,0,0,0,0,0,0,1,0,0,0,0,0
20.5,64.6,1564,331,0,0,0,0,0,0,0,0,0,0,0,0
14.8,64.5,1846,426,0,2,0,0,0,0,0,0,0,0,0,0
16.1,64.5,2557,0,0,2,0,0,0,0,0,0,0,0,0,0
12.1,64.5,1564,455,0,1,0,0,0,0,0,0,0,0,0,0
10.6,64.5,2522,18,0,1,0,0,0,0,0,0,0,0,0,0
14.8,64.5,1520,740,0,1,0,0,0,0,0,0,0,0,0,0
19.0,64.5,831,895,0,1,0,0,0,0,0,0,0,0,0,0
14.3,64.5,1973,533,0,1,0,0,0,0,0,0,0,0,0,0
16.5,64.5,2323,150,0,2,0,0,0,0,0,0,0,0,0,0
12.3,64.5,1836,602,0,2,0,0,0,0,0,0,0,0,0,0
11.3,64.5,1586,555,0,1,0,0,0,0,1,0,0,0,0,0
23.1,64.5,1616,690,0,0,0,0,0,0,0,0,0,0,0,0
14.0,64.5,1219,783,0,0,0,0,0,0,0,0,0,0,0,0
16.8,64.6,987,839,0,0,0,0,0,0,0,0,0,0,0,0
16.7,64.5,1298,772,0,0,0,0,0,0,0,0,0,0,0,0
14.9,64.4,1495,767,0,1,0,0,0,0,1,0,0,0,0,0
16.1,64.4,823,667,0,3,0,0,0,0,0,0,0,0,0,0
16.9,64.4,913,1038,0,1,0,0,0,0,0,0,0,0,0,0
17.3,64.3,655,628,0,2,0,0,0,0,0,0,0,0,0,0
12.6,64.4,827,811,0,1,0,0,0,0,0,0,0,0,0,0
13.6,64.3,1027,621,0,0,0,0,0,0,0,0,0,0,0,0
13.2,64.4,766,648,0,3,0,0,0,0,0,0,0,0,0,0
12.2,64.3,976,531,0,2,0,0,0,0,0,0,0,0,0,0
16.3,64.3,1335,662,0,0,0,0,0,0,0,0,0,0,0,0
16.2,64.4,477,598,0,1,0,0,0,0,0,0,0,0,0,0
16.4,64.4,681,865,0,2,0,0,0,0,0,0,0,0,0,0
23.3,64.3,1101,624,0,1,0,0,0,0,0,0,0,0,0,0
11.5,64.3,587,735,0,2,0,0,0,0,0,0,0,0,0,0
39.7,64.6,548,1016,0,1,0,0,0,0,0,0,0,0,0,0
23.0,64.6,563,723,0,3,0,0,0,0,0,0,0,0,0,0
19.2,64.5,582,939,0,1,0,0,0,0,0,0,0,0,0,0
19.2,64.5,302,935,0,3,0,0,0,0,0,0,0,0,0,0
25.6,64.5,420,767,0,2,0,0,0,0,0,0,0,0,0,0
13.7,64.6,967,312,1,0,0,0,0,0,0,0,0,0,0,0
13.3,64.6,967,312,0,0,0,0,0,1,0,0,0,0,0,0
15.2,64.6,967,312,0,0,0,0,0,0,0,0,0,0,0,0
16.9,64.5,896,393,0,0,0,0,0,0,0,0,0,0,0,0
14.4,64.6,885,758,0,0,0,0,0,0,0,0,0,0,0,0
13.6,64.6,1050,521,0,0,0,0,0,0,0,0,0,0,0,0
11.6,64.6,1782,544,0,0,0,0,0,0,0,0,0,0,0,0
14.7,64.5,686,781,0,0,0,0,0,0,0,0,0,0,0,0
15.5,64.5,1661,1034,0,2,0,0,0,0,0,0,0,5,0,0
20.6,64.2,1301,758,0,2,0,0,0,0,0,0,0,0,0,0
17.5,64.1,1452,399,0,0,0,0,0,0,0,0,0,1,0,0
16.1,64.1,921,669,0,2,0,0,0,0,0,0,0,0,0,0
21.9,64.1,1554,481,0,2,0,0,0,0,0,0,0,0,0,0
15.0,64.1,1178,895,0,0,0,0,0,0,0,0,0,0,0,0
13.2,64.1,1184,557,0,3,0,0,0,0,0,0,0,0,0,0
15.8,64.1,893,669,0,1,0,0,0,0,0,0,0,0,0,0
14.4,64.0,1443,587,0,0,0,0,0,0,1,0,0,0,0,0
16.8,64.1,901,786,0,2,0,0,0,0,0,0,0,0,0,0
15.3,64.1,1044,790,0,0,0,0,0,0,0,0,0,0,0,0
19.1,64.1,1140,806,0,2,0,1,0,0,0,0,0,0,0,0
13.0,64.1,700,937,0,3,0,0,0,0,0,0,0,0,0,0
16.6,64.0,933,532,0,0,0,1,0,0,2,0,0,0,0,0
15.3,64.1,987,531,0,2,0,0,0,0,0,0,0,0,0,0
14.0,64.0,1144,724,0,1,0,0,0,0,0,0,0,0,0,0
11.7,64.1,1173,742,0,1,0,0,0,0,0,0,0,0,0,0
13.2,64.0,1167,739,0,2,0,0,0,0,0,0,0,0,0,0
15.6,64.0,902,724,0,2,0,0,0,0,0,0,0,0,0,0
13.3,64.1,1113,783,0,2,0,0,0,0,0,0,0,0,0,0
13.6,64.1,858,715,0,2,0,0,0,0,0,0,0,0,0,0
15.5,64.1,454,1212,0,3,0,0,0,0,0,0,0,0,0,0
17.1,64.1,850,720,0,2,0,0,0,0,0,0,0,0,0,0
18.8,64.0,1073,835,0,2,0,0,0,0,0,0,0,0,0,0
15.8,64.1,1340,459,0,0,1,0,0,0,0,0,0,0,0,0
15.2,64.1,1189,611,0,1,0,0,0,0,1,0,0,0,0,0
20.4,64.1,805,580,0,2,0,0,0,0,0,0,0,0,0,0
13.2,64.1,1141,674,0,0,0,0,0,0,0,0,0,0,0,0
20.3,64.0,2025,673,0,1,0,0,0,0,0,0,0,0,0,0
19.4,64.0,1918,471,0,0,0,0,0,0,0,0,0,0,0,0
23.1,64.2,1702,920,0,2,0,0,0,0,0,0,0,0,0,0
20.1,64.1,1547,1114,0,2,0,0,0,0,0,0,0,0,0,0
21.7,64.1,487,0,0,2,0,0,0,0,0,0,0,0,0,0
15.5,64.1,757,1096,0,1,0,0,0,0,0,0,0,0,0,0
14.1,64.1,790,741,0,1,0,0,0,0,0,0,0,0,0,0
13.7,64.1,1006,542,0,0,0,0,0,0,0,0,0,0,0,0
14.1,64.1,1477,587,0,0,0,0,0,0,0,0,0,0,0,0
13.2,64.1,1292,634,0,2,0,0,0,0,0,0,0,0,0,0
13.3,64.1,1222,865,0,2,0,0,0,0,0,0,0,0,0,0
15.8,64.0,1333,917,0,2,0,0,0,0,0,0,0,0,0,0
16.5,64.1,1846,754,0,1,0,0,0,0,0,0,0,0,0,0
14.5,64.0,1703,569,0,2,0,0,0,0,0,0,0,0,0,0
14.7,64.1,1495,492,0,1,0,0,0,0,0,0,0,0,0,0
13.6,64.0,1401,557,0,0,0,0,8,0,0,0,0,0,0,0
17.4,64.0,1372,500,0,1,0,0,0,0,0,0,0,0,0,0
16.9,64.0,1230,587,0,1,0,1,0,0,2,0,0,0,0,0
14.9,64.0,1531,532,0,1,0,0,0,0,2,0,0,0,0,0
14.1,64.0,1564,461,0,2,1,0,0,0,0,0,0,0,0,0
13.5,64.0,1785,397,0,2,1,0,0,0,0,0,0,0,0,0
15.3,64.0,1783,449,0,1,0,2,0,0,2,0,0,0,0,0
14.8,64.1,1911,467,0,1,0,0,0,1,0,0,0,0,0,0
18.2,64.0,1838,564,0,1,0,0,0,0,0,0,0,0,0,0
17.8,64.0,1545,654,0,1,0,0,0,0,0,0,0,0,0,0
