TIMESTAMP,CPU,MEMORY,MOUSE_POSITION,LEFT_CLICKS,RIGHT_CLICKS,q,w,e,r,t,d,f,tab,space,ctrl
1704412916844881100,12.1,63.4,"(2334, 1096)",0,0,0,0,0,0,0,0,0,0,0,0
1704412917866809500,18.9,63.4,"(0, 1310)",0,3,0,0,0,0,0,0,0,0,0,0
1704412918888738600,14.1,63.4,"(1511, 750)",1,0,0,0,0,0,0,0,0,0,0,0
1704412919912676000,9.8,63.4,"(1399, 743)",0,0,0,0,0,0,0,0,0,0,0,0
1704412921442073900,11.4,63.4,"(1399, 743)",0,0,0,0,1,0,1,0,0,0,0,0
1704412921958543800,11.3,63.4,"(1399, 743)",0,0,0,0,0,0,0,0,0,0,0,0
1704412922977973200,11.3,63.4,"(1399, 743)",0,0,0,0,0,0,0,0,0,0,0,0
1704412924002905500,13.6,63.3,"(1399, 743)",0,0,0,0,0,0,0,0,0,0,0,0
1704412925026339300,16.3,63.4,"(1897, 491)",0,1,0,0,0,0,0,0,0,0,0,0
1704412926048772600,17.1,63.4,"(1154, 853)",0,3,0,0,0,0,0,0,0,0,0,0
1704412927073207100,24.2,63.3,"(600, 980)",0,2,0,0,0,0,0,0,0,0,0,0
1704412928099140500,51.5,63.6,"(914, 768)",0,3,1,0,0,0,0,0,0,0,0,0
1704412929121069100,23.1,63.8,"(937, 931)",0,3,0,0,0,0,0,0,0,0,0,0
1704412930651467000,18.1,63.8,"(1083, 871)",0,3,0,0,0,0,0,0,0,0,0,0
1704412931164942200,12.8,63.8,"(1004, 908)",0,3,0,0,0,0,0,0,0,0,0,0
1704412932185869900,16.9,63.8,"(611, 1074)",0,2,0,0,0,0,0,0,0,0,0,0
1704412933717773900,14.4,63.7,"(212, 1290)",0,2,0,0,0,0,0,0,0,0,0,0
1704412934234243400,17.2,63.8,"(665, 1098)",0,3,0,0,0,0,0,0,0,0,0,0
1704412935253673400,16.4,63.8,"(743, 1071)",0,3,0,0,0,0,0,0,0,0,0,0
1704412936279606500,23.9,63.6,"(1147, 1067)",0,3,0,0,0,0,0,0,0,0,0,0
1704412937296530200,16.6,63.6,"(912, 1051)",0,2,0,0,0,0,0,0,0,0,0,0
1704412938313455100,17.3,63.6,"(151, 1425)",0,3,0,0,0,0,0,0,0,0,0,0
1704412939338386400,16.3,63.6,"(158, 1355)",0,3,0,0,0,0,0,0,0,0,0,0
1704412940360819700,19.8,63.5,"(722, 933)",0,3,0,0,0,0,0,0,0,0,0,0
1704412941385752200,14.9,63.6,"(649, 1150)",0,1,0,0,0,0,0,0,0,0,0,0
1704412942402675600,16.6,63.6,"(0, 1439)",0,3,1,0,0,0,0,0,0,0,0,0
1704412943415596800,15.9,63.5,"(533, 618)",0,0,0,0,0,0,0,0,0,0,0,0
1704412944430022200,13.8,63.6,"(635, 675)",0,3,0,0,0,0,0,0,0,0,0,0
1704412945452952200,18.8,63.5,"(510, 903)",0,4,0,1,1,0,0,0,0,0,0,0
1704412946475882000,12.8,63.6,"(663, 770)",0,1,0,0,0,0,3,0,0,0,0,0
1704412947498811900,23.2,63.6,"(494, 771)",0,0,0,0,0,0,2,0,0,0,0,0
1704412948520741300,13.6,63.6,"(428, 646)",0,0,0,0,0,0,0,0,0,0,0,0
1704412949544671700,16.5,63.6,"(849, 607)",0,1,0,0,0,0,1,0,0,0,0,0
1704412950569106600,19.6,63.6,"(729, 632)",0,0,0,0,0,0,0,0,0,0,0,0
1704412951594037800,18.1,63.6,"(818, 356)",0,1,0,0,0,0,0,0,0,0,0,0
1704412953127432400,24.2,63.5,"(1046, 0)",0,3,0,0,0,0,0,0,0,0,0,0
1704412953639898700,15.5,63.6,"(992, 187)",0,2,0,0,0,0,0,0,0,0,0,0
1704412955169793100,11.9,63.6,"(820, 409)",0,2,0,0,0,0,0,0,0,0,0,0
1704412955684260700,17.9,63.5,"(659, 694)",0,3,0,0,0,0,0,0,0,0,0,0
1704412956706189400,13.4,63.6,"(472, 391)",0,2,0,0,0,0,0,0,0,0,0,0
1704412957730120400,11.9,63.5,"(445, 476)",0,2,0,0,0,0,0,0,0,0,0,0
1704412958750047400,14.8,63.6,"(566, 460)",0,0,0,0,0,0,0,0,0,0,0,0
1704412959770975600,13.6,63.5,"(668, 429)",0,0,0,0,0,0,0,0,0,0,0,0
1704412960795410400,17.1,63.5,"(719, 423)",0,0,0,0,0,0,0,0,0,0,0,0
1704412961818340200,13.6,63.5,"(717, 424)",0,0,0,0,0,0,0,0,0,0,0,0
1704412962839268100,14.2,63.6,"(789, 430)",0,3,0,0,0,0,0,0,0,0,0,0
1704412963861701100,15.3,63.5,"(941, 632)",0,1,0,0,0,0,0,0,0,0,0,0
1704412964886633300,14.1,63.5,"(872, 959)",0,3,0,1,0,0,1,0,0,0,0,0
1704412966412019900,18.1,63.6,"(2462, 831)",1,0,0,0,0,0,0,0,0,0,0,0
1704412966928489200,17.1,63.6,"(522, 1074)",0,0,0,0,0,0,0,0,0,0,0,0
1704412967951419400,12.2,63.6,"(1043, 511)",0,0,0,0,0,0,0,0,0,0,0,0
1704412968974349000,12.4,63.6,"(1042, 511)",0,0,0,0,0,0,0,0,0,0,0,0
